date,storage,inflow,outflow,evaporation,elevation
2005-11-30,48.877,NA,NA,NA,NA
2005-12-01,48.956,NA,NA,NA,NA
2005-12-02,48.877,NA,NA,NA,NA
2005-12-03,NA,NA,NA,NA,NA
2005-12-04,NA,NA,NA,NA,NA
2005-12-05,48.996,NA,NA,NA,NA
2005-12-06,48.996,NA,NA,NA,NA
2005-12-07,48.996,NA,NA,NA,NA
2005-12-08,49.075,NA,NA,NA,NA
2005-12-09,48.996,NA,NA,NA,NA
2005-12-10,49.075,NA,NA,NA,NA
2005-12-11,49.075,NA,NA,NA,NA
2005-12-12,48.996,NA,NA,NA,NA
2005-12-13,52.139,NA,NA,NA,NA
2005-12-14,48.519,NA,NA,NA,NA
2005-12-15,48.439,NA,NA,NA,NA
2005-12-16,48.439,NA,NA,NA,NA
2005-12-17,48.559,NA,NA,NA,NA
2005-12-18,48.519,NA,NA,NA,NA
2005-12-19,48.559,NA,NA,NA,NA
2005-12-20,48.559,NA,NA,NA,NA
2005-12-21,48.559,NA,NA,NA,NA
2005-12-22,48.559,NA,NA,NA,NA
2005-12-23,48.559,NA,NA,NA,NA
2005-12-24,48.559,NA,NA,NA,NA
2005-12-25,48.598,NA,NA,NA,NA
2005-12-26,48.598,NA,NA,NA,NA
2005-12-27,48.678,NA,NA,NA,NA
2005-12-28,48.678,NA,NA,NA,NA
2005-12-29,48.718,NA,NA,NA,NA
2005-12-30,48.559,NA,NA,NA,NA
2005-12-31,NA,NA,NA,NA,NA
2006-01-01,NA,NA,NA,NA,NA
2006-01-02,48.718,NA,NA,NA,NA
2006-01-03,48.797,NA,NA,NA,NA
2006-01-04,48.797,NA,NA,NA,NA
2006-01-05,48.797,NA,NA,NA,NA
2006-01-06,48.718,NA,NA,NA,NA
2006-01-07,48.718,NA,NA,NA,NA
2006-01-08,48.718,NA,NA,NA,NA
2006-01-09,48.718,NA,NA,NA,NA
2006-01-10,48.797,NA,NA,NA,NA
2006-01-11,48.797,NA,NA,NA,NA
2006-01-12,48.797,NA,NA,NA,NA
2006-01-13,48.797,NA,NA,NA,NA
2006-01-14,48.718,NA,NA,NA,NA
2006-01-15,48.797,NA,NA,NA,NA
2006-01-16,48.797,NA,NA,NA,NA
2006-01-17,48.837,NA,NA,NA,NA
2006-01-18,48.797,NA,NA,NA,NA
2006-01-19,48.837,NA,NA,NA,NA
2006-01-20,48.837,NA,NA,NA,NA
2006-01-21,48.837,NA,NA,NA,NA
2006-01-22,48.797,NA,NA,NA,NA
2006-01-23,48.877,NA,NA,NA,NA
2006-01-24,48.837,NA,NA,NA,NA
2006-01-25,48.797,NA,NA,NA,NA
2006-01-26,48.837,NA,NA,NA,NA
2006-01-27,48.837,NA,NA,NA,NA
2006-01-28,48.877,NA,NA,NA,NA
2006-01-29,48.956,NA,NA,NA,NA
2006-01-30,48.956,NA,NA,NA,NA
2006-01-31,48.877,NA,NA,NA,NA
2006-02-01,48.877,NA,NA,NA,NA
2006-02-02,48.956,NA,NA,NA,NA
2006-02-03,48.996,NA,NA,NA,NA
2006-02-04,48.956,NA,NA,NA,NA
2006-02-05,48.996,NA,NA,NA,NA
2006-02-06,48.996,NA,NA,NA,NA
2006-02-07,48.996,NA,NA,NA,NA
2006-02-08,48.956,NA,NA,NA,NA
2006-02-09,48.996,NA,NA,NA,NA
2006-02-10,48.996,NA,NA,NA,NA
2006-02-11,48.956,NA,NA,NA,NA
2006-02-12,48.996,NA,NA,NA,NA
2006-02-13,48.678,NA,NA,NA,NA
2006-02-14,47.883,NA,NA,NA,NA
2006-02-15,47.134,NA,NA,NA,NA
2006-02-16,46.434,NA,NA,NA,NA
2006-02-17,45.701,NA,NA,NA,NA
2006-02-18,44.966,NA,NA,NA,NA
2006-02-19,44.243,NA,NA,NA,NA
2006-02-20,43.558,NA,NA,NA,NA
2006-02-21,42.88,NA,NA,NA,NA
2006-02-22,42.099,NA,NA,NA,NA
2006-02-23,41.355,NA,NA,NA,NA
2006-02-24,40.702,NA,NA,NA,NA
2006-02-25,39.94,NA,NA,NA,NA
2006-02-26,39.25,NA,NA,NA,NA
2006-02-27,38.506,NA,NA,NA,NA
2006-02-28,37.834,NA,NA,NA,NA
2006-03-01,37.516,NA,NA,NA,NA
2006-03-02,37.481,NA,NA,NA,NA
2006-03-03,37.446,NA,NA,NA,NA
2006-03-04,37.587,NA,NA,NA,NA
2006-03-05,37.481,NA,NA,NA,NA
2006-03-06,37.516,NA,NA,NA,NA
2006-03-07,37.516,NA,NA,NA,NA
2006-03-08,37.516,NA,NA,NA,NA
2006-03-09,37.516,NA,NA,NA,NA
2006-03-10,NA,NA,NA,NA,NA
2006-03-11,NA,NA,NA,NA,NA
2006-03-12,NA,NA,NA,NA,NA
2006-03-13,37.622,NA,NA,NA,NA
2006-03-14,37.622,NA,NA,NA,NA
2006-03-15,37.587,NA,NA,NA,NA
2006-03-16,37.134,NA,NA,NA,NA
2006-03-17,36.41,NA,NA,NA,NA
2006-03-18,35.652,NA,NA,NA,NA
2006-03-19,34.945,NA,NA,NA,NA
2006-03-20,34.239,NA,NA,NA,NA
2006-03-21,33.47,NA,NA,NA,NA
2006-03-22,32.717,NA,NA,NA,NA
2006-03-23,31.997,NA,NA,NA,NA
2006-03-24,31.328,NA,NA,NA,NA
2006-03-25,30.596,NA,NA,NA,NA
2006-03-26,29.871,NA,NA,NA,NA
2006-03-27,29.096,NA,NA,NA,NA
2006-03-28,28.387,NA,NA,NA,NA
2006-03-29,27.752,NA,NA,NA,NA
2006-03-30,26.998,NA,NA,NA,NA
2006-03-31,26.357,NA,NA,NA,NA
2006-04-01,25.57,NA,NA,NA,NA
2006-04-02,24.942,NA,NA,NA,NA
2006-04-03,24.268,NA,NA,NA,NA
2006-04-04,23.576,NA,NA,NA,NA
2006-04-05,22.868,NA,NA,NA,NA
2006-04-06,22.19,NA,NA,NA,NA
2006-04-07,21.609,NA,NA,NA,NA
2006-04-08,20.897,NA,NA,NA,NA
2006-04-09,20.228,NA,NA,NA,NA
2006-04-10,19.538,NA,NA,NA,NA
2006-04-11,18.914,NA,NA,NA,NA
2006-04-12,18.689,NA,NA,NA,NA
2006-04-13,18.689,NA,NA,NA,NA
2006-04-14,18.739,NA,NA,NA,NA
2006-04-15,18.814,NA,NA,NA,NA
2006-04-16,18.864,NA,NA,NA,NA
2006-04-17,18.889,NA,NA,NA,NA
2006-04-18,18.889,NA,NA,NA,NA
2006-04-19,18.964,NA,NA,NA,NA
2006-04-20,18.989,NA,NA,NA,NA
2006-04-21,19.063,NA,NA,NA,NA
2006-04-22,19.138,NA,NA,NA,NA
2006-04-23,19.263,NA,NA,NA,NA
2006-04-24,19.398,NA,NA,NA,NA
2006-04-25,19.538,NA,NA,NA,NA
2006-04-26,19.663,NA,NA,NA,NA
2006-04-27,19.766,NA,NA,NA,NA
2006-04-28,19.971,NA,NA,NA,NA
2006-04-29,20.126,NA,NA,NA,NA
2006-04-30,20.228,NA,NA,NA,NA
2006-05-01,19.971,NA,NA,NA,NA
2006-05-02,19.488,NA,NA,NA,NA
2006-05-03,18.989,NA,NA,NA,NA
2006-05-04,18.654,NA,NA,NA,NA
2006-05-05,18.189,NA,NA,NA,NA
2006-05-06,17.752,NA,NA,NA,NA
2006-05-07,17.315,NA,NA,NA,NA
2006-05-08,17.024,NA,NA,NA,NA
2006-05-09,16.317,NA,NA,NA,NA
2006-05-10,15.776,NA,NA,NA,NA
2006-05-11,15.29,NA,NA,NA,NA
2006-05-12,14.879,NA,NA,NA,NA
2006-05-13,14.651,NA,NA,NA,NA
2006-05-14,14.491,NA,NA,NA,NA
2006-05-15,14.491,NA,NA,NA,NA
2006-05-16,14.81,NA,NA,NA,NA
2006-05-17,15.5,NA,NA,NA,NA
2006-05-18,16.364,NA,NA,NA,NA
2006-05-19,17.073,NA,NA,NA,NA
2006-05-20,17.849,NA,NA,NA,NA
2006-05-21,18.639,NA,NA,NA,NA
2006-05-22,19.538,NA,NA,NA,NA
2006-05-23,20.357,NA,NA,NA,NA
2006-05-24,21.054,NA,NA,NA,NA
2006-05-25,21.794,NA,NA,NA,NA
2006-05-26,22.65,NA,NA,NA,NA
2006-05-27,23.44,NA,NA,NA,NA
2006-05-28,24.071,NA,NA,NA,NA
2006-05-29,24.633,NA,NA,NA,NA
2006-05-30,25.054,NA,NA,NA,NA
2006-05-31,25.657,NA,NA,NA,NA
2006-06-01,26.386,NA,NA,NA,NA
2006-06-02,27.208,NA,NA,NA,NA
2006-06-03,28.055,NA,NA,NA,NA
2006-06-04,28.91,NA,NA,NA,NA
2006-06-05,29.809,NA,NA,NA,NA
2006-06-06,30.819,NA,NA,NA,NA
2006-06-07,31.838,NA,NA,NA,NA
2006-06-08,32.717,NA,NA,NA,NA
2006-06-09,33.568,NA,NA,NA,NA
2006-06-10,34.306,NA,NA,NA,NA
2006-06-11,35.046,NA,NA,NA,NA
2006-06-12,35.789,NA,NA,NA,NA
2006-06-13,36.513,NA,NA,NA,NA
2006-06-14,37.272,NA,NA,NA,NA
2006-06-15,37.905,NA,NA,NA,NA
2006-06-16,38.433,NA,NA,NA,NA
2006-06-17,38.895,NA,NA,NA,NA
2006-06-18,39.396,NA,NA,NA,NA
2006-06-19,39.903,NA,NA,NA,NA
2006-06-20,40.194,NA,NA,NA,NA
2006-06-21,41.028,NA,NA,NA,NA
2006-06-22,41.429,NA,NA,NA,NA
2006-06-23,41.876,NA,NA,NA,NA
2006-06-24,42.359,NA,NA,NA,NA
2006-06-25,42.731,NA,NA,NA,NA
2006-06-26,42.955,NA,NA,NA,NA
2006-06-27,43.443,NA,NA,NA,NA
2006-06-28,43.71,NA,NA,NA,NA
2006-06-29,43.938,NA,NA,NA,NA
2006-06-30,44.167,NA,NA,NA,NA
2006-07-01,44.51,NA,NA,NA,NA
2006-07-02,44.814,NA,NA,NA,NA
2006-07-03,45.119,NA,NA,NA,NA
2006-07-04,45.347,NA,NA,NA,NA
2006-07-05,45.655,NA,NA,NA,NA
2006-07-06,47.134,NA,NA,NA,NA
2006-07-07,47.29,NA,NA,NA,NA
2006-07-08,47.605,NA,NA,NA,NA
2006-07-09,48.002,NA,NA,NA,NA
2006-07-10,48.4,NA,NA,NA,NA
2006-07-11,48.559,NA,NA,NA,NA
2006-07-12,48.837,NA,NA,NA,NA
2006-07-13,48.877,NA,NA,NA,NA
2006-07-14,49.115,NA,NA,NA,NA
2006-07-15,49.274,NA,NA,NA,NA
2006-07-16,49.433,NA,NA,NA,NA
2006-07-17,49.555,NA,NA,NA,NA
2006-07-18,49.636,NA,NA,NA,NA
2006-07-19,49.798,NA,NA,NA,NA
2006-07-20,49.838,NA,NA,NA,NA
2006-07-21,49.96,NA,NA,NA,NA
2006-07-22,50,NA,NA,NA,NA
2006-07-23,50.122,NA,NA,NA,NA
2006-07-24,50.163,NA,NA,NA,NA
2006-07-25,50.244,NA,NA,NA,NA
2006-07-26,50.284,NA,NA,NA,NA
2006-07-27,50.365,NA,NA,NA,NA
2006-07-28,50.365,NA,NA,NA,NA
2006-07-29,50.365,NA,NA,NA,NA
2006-07-30,50.406,NA,NA,NA,NA
2006-07-31,50.446,NA,NA,NA,NA
2006-08-01,50.446,NA,NA,NA,NA
2006-08-02,50.528,NA,NA,NA,NA
2006-08-03,50.528,NA,NA,NA,NA
2006-08-04,50.528,NA,NA,NA,NA
2006-08-05,50.568,NA,NA,NA,NA
2006-08-06,50.649,NA,NA,NA,NA
2006-08-07,50.649,NA,NA,NA,NA
2006-08-08,50.649,NA,NA,NA,NA
2006-08-09,50.568,NA,NA,NA,NA
2006-08-10,50.649,NA,NA,NA,NA
2006-08-11,50.69,NA,NA,NA,NA
2006-08-12,50.69,NA,NA,NA,NA
2006-08-13,50.69,NA,NA,NA,NA
2006-08-14,50.649,NA,NA,NA,NA
2006-08-15,50.649,NA,NA,NA,NA
2006-08-16,50.649,NA,NA,NA,NA
2006-08-17,50.649,NA,NA,NA,NA
2006-08-18,50.69,NA,NA,NA,NA
2006-08-19,50.649,NA,NA,NA,NA
2006-08-20,50.69,NA,NA,NA,NA
2006-08-21,50.649,NA,NA,NA,NA
2006-08-22,50.649,NA,NA,NA,NA
2006-08-23,50.69,NA,NA,NA,NA
2006-08-24,50.69,NA,NA,NA,NA
2006-08-25,50.73,NA,NA,NA,NA
2006-08-26,50.69,NA,NA,NA,NA
2006-08-27,50.73,NA,NA,NA,NA
2006-08-28,50.811,NA,NA,NA,NA
2006-08-29,50.73,NA,NA,NA,NA
2006-08-30,50.69,NA,NA,NA,NA
2006-08-31,50.69,NA,NA,NA,NA
2006-09-01,50.69,NA,NA,NA,NA
2006-09-02,50.69,NA,NA,NA,NA
2006-09-03,50.69,NA,NA,NA,NA
2006-09-04,50.73,NA,NA,NA,NA
2006-09-05,50.69,NA,NA,NA,NA
2006-09-06,50.73,NA,NA,NA,NA
2006-09-07,50.73,NA,NA,NA,NA
2006-09-08,50.69,NA,NA,NA,NA
2006-09-09,50.73,NA,NA,NA,NA
2006-09-10,50.73,NA,NA,NA,NA
2006-09-11,50.73,NA,NA,NA,NA
2006-09-12,50.73,NA,NA,NA,NA
2006-09-13,50.73,NA,NA,NA,NA
2006-09-14,50.811,NA,NA,NA,NA
2006-09-15,50.811,NA,NA,NA,NA
2006-09-16,50.852,NA,NA,NA,NA
2006-09-17,50.811,NA,NA,NA,NA
2006-09-18,50.811,NA,NA,NA,NA
2006-09-19,50.852,NA,NA,NA,NA
2006-09-20,50.811,NA,NA,NA,NA
2006-09-21,50.892,NA,NA,NA,NA
2006-09-22,50.852,NA,NA,NA,NA
2006-09-23,50.892,NA,NA,NA,NA
2006-09-24,51.014,NA,NA,NA,NA
2006-09-25,51.014,NA,NA,NA,NA
2006-09-26,51.014,NA,NA,NA,NA
2006-09-27,51.014,NA,NA,NA,NA
2006-09-28,51.014,NA,NA,NA,NA
2006-09-29,51.095,NA,NA,NA,NA
2006-09-30,51.095,NA,NA,NA,NA
2006-10-01,51.136,NA,NA,NA,NA
2006-10-02,51.095,NA,NA,NA,NA
2006-10-03,51.176,NA,NA,NA,NA
2006-10-04,51.176,NA,NA,NA,NA
2006-10-05,51.176,NA,NA,NA,NA
2006-10-06,51.298,NA,NA,NA,NA
2006-10-07,51.298,NA,NA,NA,NA
2006-10-08,51.379,NA,NA,NA,NA
2006-10-09,51.298,NA,NA,NA,NA
2006-10-10,51.379,NA,NA,NA,NA
2006-10-11,51.379,NA,NA,NA,NA
2006-10-12,51.379,NA,NA,NA,NA
2006-10-13,51.298,NA,NA,NA,NA
2006-10-14,51.379,NA,NA,NA,NA
2006-10-15,51.298,NA,NA,NA,NA
2006-10-16,51.298,NA,NA,NA,NA
2006-10-17,51.298,NA,NA,NA,NA
2006-10-18,51.257,NA,NA,NA,NA
2006-10-19,51.298,NA,NA,NA,NA
2006-10-20,51.257,NA,NA,NA,NA
2006-10-21,51.257,NA,NA,NA,NA
2006-10-22,51.257,NA,NA,NA,NA
2006-10-23,51.257,NA,NA,NA,NA
2006-10-24,51.257,NA,NA,NA,NA
2006-10-25,50.811,NA,NA,NA,NA
2006-10-26,50.73,NA,NA,NA,NA
2006-10-27,50.73,NA,NA,NA,NA
2006-10-28,50.811,NA,NA,NA,NA
2006-10-29,50.811,NA,NA,NA,NA
2006-10-30,50.852,NA,NA,NA,NA
2006-10-31,50.852,NA,NA,NA,NA
2006-11-01,50.852,NA,NA,NA,NA
2006-11-02,50.852,NA,NA,NA,NA
2006-11-03,50.816,NA,NA,NA,NA
2006-11-04,50.852,NA,NA,NA,NA
2006-11-05,50.811,NA,NA,NA,NA
2006-11-06,50.852,NA,NA,NA,NA
2006-11-07,50.852,NA,NA,NA,NA
2006-11-08,50.811,NA,NA,NA,NA
2006-11-09,50.811,NA,NA,NA,NA
2006-11-10,50.852,NA,NA,NA,NA
2006-11-11,50.811,NA,NA,NA,NA
2006-11-12,50.852,NA,NA,NA,NA
2006-11-13,50.892,NA,NA,NA,NA
2006-11-14,50.973,NA,NA,NA,NA
2006-11-15,50.892,NA,NA,NA,NA
2006-11-16,50.973,NA,NA,NA,NA
2006-11-17,50.892,NA,NA,NA,NA
2006-11-18,50.892,NA,NA,NA,NA
2006-11-19,50.973,NA,NA,NA,NA
2006-11-20,50.973,NA,NA,NA,NA
2006-11-21,50.852,NA,NA,NA,NA
2006-11-22,50.892,NA,NA,NA,NA
2006-11-23,50.892,NA,NA,NA,NA
2006-11-24,50.852,NA,NA,NA,NA
2006-11-25,50.892,NA,NA,NA,NA
2006-11-26,50.892,NA,NA,NA,NA
2006-11-27,50.852,NA,NA,NA,NA
2006-11-28,50.892,NA,NA,NA,NA
2006-11-29,50.973,NA,NA,NA,NA
2006-11-30,50.973,NA,NA,NA,NA
2006-12-01,50.892,NA,NA,NA,NA
2006-12-02,50.973,NA,NA,NA,NA
2006-12-03,50.892,NA,NA,NA,NA
2006-12-04,50.892,NA,NA,NA,NA
2006-12-05,50.973,NA,NA,NA,NA
2006-12-06,50.892,NA,NA,NA,NA
2006-12-07,50.892,NA,NA,NA,NA
2006-12-08,50.852,NA,NA,NA,NA
2006-12-09,50.892,NA,NA,NA,NA
2006-12-10,50.852,NA,NA,NA,NA
2006-12-11,50.852,NA,NA,NA,NA
2006-12-12,50.852,NA,NA,NA,NA
2006-12-13,50.852,NA,NA,NA,NA
2006-12-14,50.852,NA,NA,NA,NA
2006-12-15,50.811,NA,NA,NA,NA
